ds, radiant historia, atlus
ds, pokemon white version 2, nintendo
ds, pokemon black version, nintendo
ds, pokemon platinum version, nintendo
ds, pokemon soulsilver version, nintendo
ds, chrono trigger, square enix
ds, castlevania dawn of sorrow, konami
