gba, final fantasy i & ii dawn of souls, square enix
gba, golden sun, nintendo
gba, golden sun the lost age, nintendo
gba, pokemon leaf green version, the pokemon company
gba, pokemon fire red version, the pokemon company
gba, pokemon emerald version, the pokemon company
gba, metroid fusion, nintendo
gba, metroid zero mission, nintendo
gba, the legend of zelda: the minish cap, nintendo
